web-scraper-order,web-scraper-start-url,articles_link,articles_link-href,details,prix,adresse,image_lien-src
"1738618427-146","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Studios neufs aux Almadies","https://www.dakarvente.com/annonce-40436-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","50.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/4cae7192ce6279a326e8f8a1bc04f201.jpg"
"1738618437-147","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","APPARTEMENT À VENDRE","https://www.dakarvente.com/annonce-40466-appartement-vendre.html","APPARTEMENT À VENDRE","106.000.000  FCFA","Offre d'un particulier à Sud Foire","media/annonces/pics/35ef6c8613af5752f80a16281ba94376.jpg"
"1738618441-148","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Appartement haut standing aux Almadies","https://www.dakarvente.com/annonce-40521-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","140.400.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/ca39b0752b8b45908eb2ecfe2ed89722.jpg"
"1738618445-149","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Appartement studio neuf haut standing aux Almadies","https://www.dakarvente.com/annonce-40523-appartement-studio-neuf-haut-standing-aux-almadies.html","Appartement studio neuf haut standing aux Almadies","45.200.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/90f2de80f5753bd792cde8bc6bdc973e.jpg"
"1738618451-150","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Appartements F3 neufs haut standing aux Almadies","https://www.dakarvente.com/annonce-40524-appartements-f3-neufs-haut-standing-aux-almadies.html","Appartements F3 neufs haut standing aux Almadies","88.400.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/66e27d7beab3f38116c92e01339b1e35.jpg"
"1738618480-151","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","APPARTEMENT DE TYPE F5 223M² A VENDRE AU VIRAGE","https://www.dakarvente.com/annonce-40800-appartement-de-type-f5-223m-a-vendre-au-virage.html","APPARTEMENT DE TYPE F5 223M² A VENDRE AU VIRAGE","175.000.000  FCFA","Offre d'un particulier à Virage","media/annonces/pics/49f1ada145f8be2191c5cdf329a0f51f.jpg"
"1738618484-152","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Appartement à vendre","https://www.dakarvente.com/annonce-40851-appartement-vendre.html","Appartement à vendre","45.000.000  FCFA","Offre d'un particulier à Ouakam","media/annonces/pics/f5ca80ba7db9879a7ec58706601b88a4.jpeg"
"1738618488-153","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Studios High Standing aux Almadies","https://www.dakarvente.com/annonce-41109-studios-high-standing-aux-almadies.html","Studios High Standing aux Almadies","52.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/3a741643dca5f277e690c5b90793043e.jpg"
"1738618493-154","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Studios 71m2 High Standing aux Almadies","https://www.dakarvente.com/annonce-41217-studios-71m2-high-standing-aux-almadies.html","Studios 71m2 High Standing aux Almadies","48.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/595c40ae9dffdf05614f2e3a4b15d099.jpg"
"1738618497-155","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Appartement haut standing aux Almadies","https://www.dakarvente.com/annonce-41342-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","175.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/46df04cb8df958de0f7f3ff7a1f51871.jpg"
"1738618501-156","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=3","Appartement à vendre","https://www.dakarvente.com/annonce-41467-appartement-vendre.html","Appartement à vendre","75.000.000  FCFA","Offre d'un particulier à Maristes","media/annonces/pics/7809bf214d7c494cadbe460141d28bfb.jpeg"
"1738618515-157","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement à vendre","https://www.dakarvente.com/annonce-41468-appartement-vendre.html","Appartement à vendre","75.000.000  FCFA","Offre d'un particulier à Maristes","media/annonces/pics/39b0375fb4363c14a373858cdf6fb194.jpeg"
"1738618519-158","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement F4 à vendre kalia almadie 2","https://www.dakarvente.com/annonce-41545-appartement-f4-vendre-kalia-almadie-2.html","Appartement F4 à vendre kalia almadie 2","35.000.000  FCFA","Offre d'un particulier à Mbao","media/annonces/pics/2677ddc8739afd06f3a6421ffa8d50b9.jpg"
"1738618526-159","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement à vendre","https://www.dakarvente.com/annonce-41655-appartement-vendre.html","Appartement à vendre","65.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/f319b8f8197baf206bddaf6910e35e89.jpeg"
"1738618530-160","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement à vendre","https://www.dakarvente.com/annonce-41656-appartement-vendre.html","Appartement à vendre","190.000.000  FCFA","Offre d'un particulier à Pyrotechnie","media/annonces/pics/cead560ae222fd73a30ad0bd415a9882.jpeg"
"1738618535-161","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Penthouse à vendre","https://www.dakarvente.com/annonce-41657-penthouse-vendre.html","Penthouse à vendre","265.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/b3abe1f1511d62f031685f28b4ebe1f8.jpeg"
"1738618540-162","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Studios neufs aux Almadies","https://www.dakarvente.com/annonce-41695-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","48.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/0d5fd6a98de8e7f9bc0e6f6fe0e342dc.jpg"
"1738618544-163","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","STUDIO F2 54m2 à vendre aux Almadies","https://www.dakarvente.com/annonce-41800-studio-f2-54m2-vendre-aux-almadies.html","STUDIO F2 54m2 à vendre aux Almadies","48.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/685f072c5fcc5caf7a26103e80cdd232.jpeg"
"1738618548-164","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","STUDIO F2 54m2 à vendre aux Almadies","https://www.dakarvente.com/annonce-41804-studio-f2-54m2-vendre-aux-almadies.html","STUDIO F2 54m2 à vendre aux Almadies","48.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/1852266b00dea4f27dc3163c321ef9ec.jpeg"
"1738618552-165","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","appartement à vendre","https://www.dakarvente.com/annonce-41835-appartement-vendre.html","appartement à vendre","110.000.000  FCFA","Offre d'un particulier à Virage","media/annonces/pics/68c48bebc0d07491b4c15017b5e34472.jpeg"
"1738618556-166","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Studios neufs aux Almadies","https://www.dakarvente.com/annonce-42007-studios-neufs-aux-almadies.html","Studios neufs aux Almadies","48.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/6741602f037d5afda7c8ae377c955851.jpg"
"1738618560-167","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement F4 à vendre Mermoz Dakar Sénégal","https://www.dakarvente.com/annonce-42092-appartement-f4-vendre-mermoz-dakar-sngal.html","Appartement F4 à vendre Mermoz Dakar Sénégal","110.000.000  FCFA","Offre d'un particulier à Mermoz","media/annonces/pics/67fe7a21176f34a721a82d4765a76b3e.jpg"
"1738618565-168","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","appartement à vendre","https://www.dakarvente.com/annonce-42097-appartement-vendre.html","appartement à vendre","30.000.000  FCFA","Offre d'un particulier à Ouakam","media/annonces/pics/2d708884706ff81f7cf1a698d706c0ce.jpeg"
"1738618569-169","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement à vendre","https://www.dakarvente.com/annonce-42171-appartement-vendre.html","Appartement à vendre","900.000.000  FCFA","Offre d'un particulier à Liberté 6","media/annonces/pics/80aad528a5324f1537f87f2b3de6d382.jpg"
"1738618573-170","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement F4 en vente","https://www.dakarvente.com/annonce-42218-appartement-f4-en-vente.html","Appartement F4 en vente","35.000.000  FCFA","Offre d'un particulier à Derklé","media/annonces/pics/f0ce843626f7efdc6f5c4d8cdaa846b4.jpeg"
"1738618579-171","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement à vendre","https://www.dakarvente.com/annonce-42678-appartement-vendre.html","Appartement à vendre","350.000.000  FCFA","Offre d'un particulier à Mermoz","media/annonces/pics/543d0c490d46acb6dde05d94c38dcc06.jpg"
"1738618587-172","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Jai partement à vendre","https://www.dakarvente.com/annonce-42679-jai-partement-vendre.html","Jai partement à vendre","350.000.000  FCFA","Offre d'un particulier à Mermoz","media/annonces/pics/4e2d0cf921dcaf7c78b7c367218194fb.jpg"
"1738618591-173","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","F3  neuf au Almadies","https://www.dakarvente.com/annonce-42838-sublime-f3-neuf-au-almadies.html","F3  neuf au Almadies","85.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/6670502744d6cd50625a5b806ef4ca05.jpeg"
"1738618596-174","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartements neufs à SD CITY","https://www.dakarvente.com/annonce-42844-appartements-neufs-sd-city.html","Appartements neufs à SD CITY","40.000.000  FCFA","Offre d'un particulier à Diamniadio","media/annonces/pics/0b26f4c28a0d77836ef47b96f0b2a64d.jpg"
"1738618600-175","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement haut standing aux Almadies","https://www.dakarvente.com/annonce-42846-appartement-haut-standing-aux-almadies.html","Appartement haut standing aux Almadies","134.400.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/caf450120c0226afca99c933eb007788.jpg"
"1738618604-176","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","APPARTEMENT À VENDRE AU VIRAGE VERS LA MER","https://www.dakarvente.com/annonce-43478-appartement-vendre-au-virage-vers-la-mer.html","APPARTEMENT À VENDRE AU VIRAGE VERS LA MER","","Offre d'un particulier à Virage","media/annonces/pics/50aa98d016f1f1c5f109da1bebbaf752.jpeg"
"1738618609-177","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Studio haut standing aux Almadies","https://www.dakarvente.com/annonce-43624-studio-haut-standing-aux-almadies.html","Studio haut standing aux Almadies","50.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/9d8d0452f29aa402bbd06692286140c0.jpg"
"1738618639-178","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","F3 neuf aux Mamelles","https://www.dakarvente.com/annonce-43815-f3-neuf-aux-mamelles.html","F3 neuf aux Mamelles","104.000.000  FCFA","Offre d'un particulier à Mamelles","media/annonces/pics/51fbab254da88cfcf981b094800d240e.jpg"
"1738618643-179","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","STUDIO MEUBLÉ À VENDRE","https://www.dakarvente.com/annonce-43866-studio-meubl-vendre.html","STUDIO MEUBLÉ À VENDRE","85.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/4d29d58e66420574987f6f5f981f9458.jpeg"
"1738618648-180","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","APPARTEMENT F3 À VENDRE CITÉ KEUR GORGUI","https://www.dakarvente.com/annonce-43868-appartement-f3-vendre-cit-keur-gorgui.html","APPARTEMENT F3 À VENDRE CITÉ KEUR GORGUI","90.000.000  FCFA","Offre d'un particulier à Cité Keur Gorgui","media/annonces/pics/dea28f1314b18683115f6e9972166be7.jpeg"
"1738618653-181","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","APPARTEMENT F3 À VENDRE LIBERTÉ 6 EXTENSION","https://www.dakarvente.com/annonce-43869-appartement-f3-vendre-libert-6-extension.html","APPARTEMENT F3 À VENDRE LIBERTÉ 6 EXTENSION","90.000.000  FCFA","Offre d'un particulier à Liberté 6","media/annonces/pics/7a328381f01edf4b656fb8ddcf1e02f9.jpeg"
"1738618657-182","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement à vendre Dakar Almadies","https://www.dakarvente.com/annonce-43896-appartement-vendre-dakar-almadies.html","Appartement à vendre Dakar Almadies","90.400.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/b5c291f73fcdfd0ba54ec72885ebcce3.jpg"
"1738618662-183","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement a vendre Dakar Almadies","https://www.dakarvente.com/annonce-43901-appartement-a-vendre-dakar-almadies.html","Appartement a vendre Dakar Almadies","90.400.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/14f079fb9d7fccb43e75c2a58297ca5e.png"
"1738618667-184","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","APPARTEMENT À VENDRE T2 POINT E","https://www.dakarvente.com/annonce-43991-appartement-vendre-t2-point-e.html","APPARTEMENT À VENDRE T2 POINT E","65.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/0e4df6b8ea38afdbc5ccbe166de5e3eb.jpeg"
"1738618672-185","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","APPARTEMENT T3 À VENDRE POINT E","https://www.dakarvente.com/annonce-43992-appartement-t3-vendre-point-e.html","APPARTEMENT T3 À VENDRE POINT E","90.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/4e1209f8d32cc7fd648580a9f4d509b8.jpeg"
"1738618676-186","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","APPARTEMENT T4 À VENDRE POINT E","https://www.dakarvente.com/annonce-43993-appartement-t4-vendre-point-e.html","APPARTEMENT T4 À VENDRE POINT E","191.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/25b9932b189ac618e1540697e30f6d8d.jpeg"
"1738618680-187","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","APPARTEMENT À VENDRE POINT E","https://www.dakarvente.com/annonce-43995-appartement-vendre-point-e.html","APPARTEMENT À VENDRE POINT E","272.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/76e3e7070975ff30c5ecf6f13ff4dc11.jpeg"
"1738618686-188","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Studio  neuf aux Mamelles","https://www.dakarvente.com/annonce-44008-studio-neuf-aux-mamelles.html","Studio  neuf aux Mamelles","45.400.000  FCFA","Offre d'un particulier à Mamelles","media/annonces/pics/faf7c97a188080a45e99a1cf81e10702.jpg"
"1738618691-189","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Appartement à vendre Dakar Almadies","https://www.dakarvente.com/annonce-44125-appartement-vendre-dakar-almadies.html","Appartement à vendre Dakar Almadies","90.400.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/f939168390a34a32e37d3cfaaf5fd464.jpg"
"1738618695-190","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Bel appartement haut standing aux Almadies","https://www.dakarvente.com/annonce-44307-bel-appartement-haut-standing-aux-almadies.html","Bel appartement haut standing aux Almadies","90.400.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/02099d9b0b98b83861d95b5e893b8377.jpg"
"1738618700-191","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Studio neuf Sacré cœur 3","https://www.dakarvente.com/annonce-44325-studio-neuf-sacr-coeur-3.html","Studio neuf Sacré cœur 3","60.000.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/2284b009a7f2a82a8d263e124cc3e79d.jpg"
"1738618704-192","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","F3 neuf aux Mamelles","https://www.dakarvente.com/annonce-44373-f3-neuf-aux-mamelles.html","F3 neuf aux Mamelles","97.700.000  FCFA","Offre d'un particulier à Mamelles","media/annonces/pics/498642ccd3e697d872bc8e02acfa7913.jpg"
"1738618709-193","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Studio neuf sacré cœur","https://www.dakarvente.com/annonce-44472-studio-neuf-sacr-coeur.html","Studio neuf sacré cœur","69.000.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/928eaf1c55133ef1cd56b7171b7b81f5.jpg"
"1738618713-194","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","UN APPARTEMENT À VENDRE","https://www.dakarvente.com/annonce-44728-un-appartement-vendre.html","UN APPARTEMENT À VENDRE","45.000.000  FCFA","Offre d'un particulier à Sicap Foire","media/annonces/pics/d8a4d6b2cdb4b73e3a2bb70d958a8270.jpg"
"1738618718-195","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Bâtiment de 150 mètres carrés à démolir à Dakar Sénégal","https://www.dakarvente.com/annonce-44769-btiment-de-150-mtres-carrs-dmolir-dakar-sngal.html","Bâtiment de 150 mètres carrés à démolir à Dakar Sénégal","110.000.000  FCFA","Offre d'un particulier à Grand Yoff","media/annonces/pics/e8f2f96e3a1ed1d4fe2bd4e5c8495aea.jpg"
"1738618722-196","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","appartement à vendre","https://www.dakarvente.com/annonce-44867-appartement-vendre.html","appartement à vendre","285.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/829d538607852a9a35421f36c3990b90.jpeg"
"1738618728-197","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Studio de haut Standing à Ngor-Almadies","https://www.dakarvente.com/annonce-44951-studio-de-haut-standing-ngor-almadies.html","Studio de haut Standing à Ngor-Almadies","67.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/22aa50ce3c9af1caaf2841d700d8a7a2.jpeg"
"1738618733-198","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=2","Duplex sur sacré cœur 2","https://www.dakarvente.com/annonce-45067-duplex-sur-sacr-coeur-2.html","Duplex sur sacré cœur 2","70.000.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/325541569d39867e1704d5492f609487.jpg"
"1738618745-199","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F3 haut standing à Vendre","https://www.dakarvente.com/annonce-45291-f3-haut-standing-vendre.html","F3 haut standing à Vendre","115.000.000  FCFA","Offre d'un particulier à Liberté 6","media/annonces/pics/c64ec18e903a992e0841d6d4d35d6e1c.jpeg"
"1738618750-200","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Des appartements a vendre centre ville haut plateaux","https://www.dakarvente.com/annonce-45356-des-appartements-a-vendre-centre-ville-haut-plateaux.html","Des appartements a vendre centre ville haut plateaux","2.000.000  FCFA","Offre d'un particulier à Plateau","media/annonces/pics/fd272a91dafcf7fecb7e9212eda77830.jpeg"
"1738618754-201","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F4 à vendre","https://www.dakarvente.com/annonce-45387-f4-vendre.html","F4 à vendre","215.000.000  FCFA","Offre d'un particulier à Mermoz","media/annonces/pics/3a63704b5a4b511e1b955cb495429771.jpg"
"1738618758-202","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F4 à vendre","https://www.dakarvente.com/annonce-45388-f4-vendre.html","F4 à vendre","250.000.000  FCFA","Offre d'un particulier à Mermoz","media/annonces/pics/b77e77c64be541f7feb6b6a99899a287.jpg"
"1738618762-203","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT EN VENTE","https://www.dakarvente.com/annonce-45787-appartement-en-vente.html","APPARTEMENT EN VENTE","85.000.000  FCFA","Offre d'un particulier à Amitié","media/annonces/pics/9b12e398fc92fe01f81c3695edd56531.jpeg"
"1738618766-204","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F3 neuf en bordure de route","https://www.dakarvente.com/annonce-46003-f3-neuf-en-bordure-de-route.html","F3 neuf en bordure de route","135.000.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/e7cade520544ff237c3f9088ee0b228a.jpg"
"1738618771-205","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Studio Mamelles neuf","https://www.dakarvente.com/annonce-46004-studio-mamelles-neuf.html","Studio Mamelles neuf","60.000.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/f4fdcc2d3d0acbe961e3aa24e3ac5199.jpg"
"1738618775-206","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Appartement F3 à Vendre","https://www.dakarvente.com/annonce-46005-appartement-f3-vendre-residence-kalia-zone-de-captage-derrire-emg.html","Appartement F3 à Vendre","70.000.000  FCFA","Offre d'un particulier à Maristes","media/annonces/pics/1731d0d2ae7c0ad51f32f16b42b1def4.jpeg"
"1738618779-207","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Superbe F4 neuf en bordure","https://www.dakarvente.com/annonce-46412-superbe-f4-neuf-en-bordure.html","Superbe F4 neuf en bordure","150.000.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/b3aae2058927cf34f072e594b5b25f3b.jpg"
"1738618789-208","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Vente d'appartements en VEFA à Dakar plateau","https://www.dakarvente.com/annonce-46656-vente-d-appartements-en-vefa-dakar-plateau.html","Vente d'appartements en VEFA à Dakar plateau","262.350.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/bd1b53f1c741df5b6c2668be97d96606.jpeg"
"1738618793-209","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","BEL F3 en bordure de route","https://www.dakarvente.com/annonce-46993-bel-f3-en-bordure-de-route.html","BEL F3 en bordure de route","138.700.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/7c3504a94826bb54d78a8161a3f10aa8.jpg"
"1738618797-210","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","VENTE APPARTEMENT F2 VIRAGE","https://www.dakarvente.com/annonce-47182-vente-appartement-f2-virage.html","VENTE APPARTEMENT F2 VIRAGE","132.000.000  FCFA","Offre d'un professionnel à Virage","media/annonces/pics/42451a59ce4c235c59e256e5305fc53d.jpeg"
"1738618813-211","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","LA RÉSIDENCE FOIRE CITY","https://www.dakarvente.com/annonce-47215-la-rsidence-foire-city.html","LA RÉSIDENCE FOIRE CITY","187.400.000  FCFA","Offre d'un particulier à Sud Foire","media/annonces/pics/89cbc8bff9f0e2cb2b13fa96bbef3923.png"
"1738618817-212","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F2 A VENDRE SUR LA RESIDENCE FOIRE CITY","https://www.dakarvente.com/annonce-47293-f2-a-vendre-sur-la-residence-foire-city.html","F2 A VENDRE SUR LA RESIDENCE FOIRE CITY","59.000.000  FCFA","Offre d'un particulier à Sud Foire","media/annonces/pics/6284e5cb91d164c608668e75771d6e0c.jpeg"
"1738618822-213","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT F4 FOIRE CITY A VENDRE","https://www.dakarvente.com/annonce-47312-appartement-f4-foire-city-a-vendre.html","APPARTEMENT F4 FOIRE CITY A VENDRE","135.400.000  FCFA","Offre d'un particulier à Sud Foire","media/annonces/pics/c028e9f0a94e61999c77670a78bc9f7e.jpeg"
"1738618838-214","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","Vente appartements au point e","https://www.dakarvente.com/annonce-47337-vente-appartements-au-point-e.html","Vente appartements au point e","250.000.000  FCFA","Offre d'un particulier à Point E","media/annonces/pics/f6f093c4362473f2a057714740f38591.png"
"1738618842-215","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT À VENDRE UNE BELLE OPPORTUNITÉ","https://www.dakarvente.com/annonce-47480-appartement-vendre-une-belle-opportunit.html","APPARTEMENT À VENDRE UNE BELLE OPPORTUNITÉ","110.000.000  FCFA","Offre d'un particulier à Sicap Foire","media/annonces/pics/896bba48a9cb98d728699478204a6189.jpg"
"1738618846-216","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","TRES JOLI APPARTEMENT À VENDRE","https://www.dakarvente.com/annonce-47520-tres-joli-appartement-vendre.html","TRES JOLI APPARTEMENT À VENDRE","80.000.000  FCFA","Offre d'un particulier à Liberté 2","media/annonces/pics/f90dbd951cacde6a3aadc475509f88a9.jpg"
"1738618850-217","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","APPARTEMENT F2 A VENDRE AUX MAMELLES ALMADIES","https://www.dakarvente.com/annonce-47542-appartement-f2-a-vendre-aux-mamelles-almadies.html","APPARTEMENT F2 A VENDRE AUX MAMELLES ALMADIES","58.800.000  FCFA","Offre d'un particulier à Almadies","media/annonces/pics/9de9c0536b5b6af5d2397d3dd89350ff.jpeg"
"1738618854-218","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F2/F3 A VENDRE A LA MEDINA","https://www.dakarvente.com/annonce-47572-f2-f3-a-vendre-a-la-medina.html","F2/F3 A VENDRE A LA MEDINA","55.000.000  FCFA","Offre d'un particulier à Médina","media/annonces/pics/ccbe9758daf2932556a47ba203a44ba2.jpg"
"1738618866-219","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F4 A VENDRE AU VIRAGE","https://www.dakarvente.com/annonce-47575-f4-a-vendre-au-virage.html","F4 A VENDRE AU VIRAGE","135.000.000  FCFA","Offre d'un particulier à Virage","media/annonces/pics/9a75cd0e8701e22685096f6829e79a37.jpg"
"1738618878-220","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F4 A VENDRE AU PLATEAU","https://www.dakarvente.com/annonce-47580-f4-a-vendre-au-plateau.html","F4 A VENDRE AU PLATEAU","250.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/8771b8188a334e02aff23a6d9174b1c3.jpg"
"1738618885-221","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","F5 A VENDRE A OUEST FOIRE","https://www.dakarvente.com/annonce-47590-f5-a-vendre-a-ouest-foire.html","F5 A VENDRE A OUEST FOIRE","165.000.000  FCFA","Offre d'un particulier à Ouest Foire","media/annonces/pics/4afa5cba6da13a9073bcf51efaf91597.jpg"
"1738618889-222","https://dakarvente.com/index.php?page=annonces_categorie&id=61&sort=&nb=1","bel appartement à vendre","https://www.dakarvente.com/annonce-47623-bel-appartement-vendre.html","bel appartement à vendre","110.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/8ebb11a329903f71e020c9ddaccc2e6d.jpeg"
